ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
	above			rkiɛ̂	rkiɛ̂						
	above			ta-tō	ta-tō						
	above			a-tiɛ̄	a-tiɛ̄						
	all			kəʑē	kəʑē						
	all			stamtɕhāt	stamtɕhāt						
	and			nə	nə						
	bad			ŋân	ŋân						
	before			kâj	kâj						
	below, under			nō	nō						
	below, under			spōk	spōk						
	below, under			a-vī	a-vī						
	below, under			a-və̂	a-və̂						
	big			tī	tī						
	big			u-ktə̂	u-ktə̂						
	black			nâk	nâk						
	cold (of temperature)			mə-ɕtiâk	mə-ɕtiâk						
	correct (right)			va-sū	va-sū						
	dark			rɲīs	rɲīs						
	dirty			ŋkhiēr	ŋkhiēr						
	dirty			ŋkhiēr	ŋkhiēr						
	dry			rām	rām						
	early			nə-psōs	nə-psōs						
	eight			kərcēt	kərcēt						
	far			chɐ̂	chɐ̂						
	female			tə-mī	tə-mī						
	few			mənê	mənê						
	firewood			ɕê	ɕê						
	five			kəmŋɐ̂j	kəmŋɐ̂j						
	forget			jmə̂	jmə̂						
	four			kojdî	kojdî						
	full			məjōt	məjōt						
	good			bdɐ̂	bdɐ̂						
	green			tə-jnɐ-mdɐ̄k	tə-jnɐ-mdɐ̄k						
	hard			ŋkhrâŋ	ŋkhrâŋ						
	hard			ŋkhâŋ	ŋkhâŋ						
	he or she [third person singular]			omə̂	omə̂						
	heavy			dî	dî						
	here			ˈtə-tɕɐ	ˈtə-tɕɐ						
	high / tall			mbrô	mbrô						
	horizontal			o-mkrāk	o-mkrāk						
	hot			rtsê	rtsê						
	hot			ɕa-ɕkɐ̂j	ɕa-ɕkɐ̂j						
	how			ˈthə-ksən	ˈthə-ksən						
	hundred			pərɟē	pərɟē						
	I [first person singular]			ŋā	ŋā						
	inside			u-ŋgū	u-ŋgū						
	knife			mbərtsâ	mbərtsâ						
	late			nə-mɐ̄r	nə-mɐ̄r						
	left			kojū	kojū						
	light (of weight)			ɟô	ɟô						
	long			skrēn	skrēn						
	male			tə-ziɛ̂	tə-ziɛ̂						
	many			tsiēn	tsiēn						
	many			diāk	diāk						
	many			dân	dân						
	middle			u-liɛ̄	u-liɛ̄						
	morning			ta-niɛ̂p	ta-niɛ̂p						
	narrow			ŋgôr	ŋgôr						
	narrow			tɕôr	tɕôr						
	near			o-rmbiɛ̄t	o-rmbiɛ̄t						
	new			ɕə̄k	ɕə̄k						
	new			tsâr	tsâr						
	nine			kəngû	kəngû						
	noon			saksə̂	saksə̂						
	not			ma-	ma-						
	old (of person)			mtʂɐ̂	mtʂɐ̂						
	one			kərīk	kərīk						
	other			kə-maklâ	kə-maklâ						
	outside			ptɕhî	ptɕhî						
	painful			mə-ŋâm	mə-ŋâm						
	red			vərniê	vərniê						
	right			kochiɛ̄	kochiɛ̄						
	rotten (of fruits)			tɕə̂	tɕə̂						
	round			olɐrlɐ̄r	olɐrlɐ̄r						
	salty			tsrî	tsrî						
	seven			kəɕnɐ̄s	kəɕnɐ̄s						
	sharp			o-mtɕōk	o-mtɕōk						
	short			tɕîn	tɕîn						
	shy			tə-srāk	tə-srāk						
	sick			nə-ŋgô	nə-ŋgô						
	six			kətʂōk	kətʂōk						
	small			tsɐ̂j	tsɐ̂j						
	smooth			məliə̄k	məliə̄k						
	soft			rdɐ̂m	rdɐ̂m						
	some			toŋnə̂s	toŋnə̂s						
	stone (of fruit)			u-ɕnê	u-ɕnê						
	straight			o-stô	o-stô						
	ten			zɟē	zɟē						
	that			ma	ma						
	that			ˈmatə	ˈmatə						
	the ant			kharɐ̄k	kharɐ̄k						
	the armpit			ta-rpjakɐ̂j	ta-rpjakɐ̂j						
	the ashes			rdə̂	rdə̂						
	the back			zgû	zgû						
	the bamboo			ɟō	ɟō						
	the bark		红桦树皮	chwāk	chwāk						
	the bark		白桦树皮	saj-rkhō	saj-rkhō						
	the barley (tibetan or highland)			swɐ̂j	swɐ̂j						
	the belly			tə-vō	tə-vō						
	the bird			kəmbjâm	kəmbjâm						
	the blood			ta-ɕī	ta-ɕī						
	the body hair (hair or fur)			ta-rɲê	ta-rɲê						
	the body hair (hair or fur)			smɐ̂k	smɐ̂k						
	the bone			ɕarə̂	ɕarə̂						
	the branch			ɕɐ-jgiâk	ɕɐ-jgiâk						
	the breast (female)			tə-nū	tə-nū						
	the child			ta-pū	ta-pū						
	the child (descendant)			ta-pū	ta-pū						
	the child (young human)			ta-pū	ta-pū						
	the cloud			zdiə̄m	zdiə̄m						
	the daughter			tə-mī	tə-mī						
	the day (opposed to night)			ɕnəŋliɛ̄	ɕnəŋliɛ̄						
	the dew			ɕirī	ɕirī						
	the dog			khəniɛ̄	khəniɛ̄						
	the dream			rmôk	rmôk						
	the dust			sərvû	sərvû						
	the ear			tə-rniɛ̂	tə-rniɛ̂						
	the earth (soil)										
	the earthworm			khajdɐlū	khajdɐlū						
	the egg			ta-ŋgə̄m	ta-ŋgə̄m						
	the eye			tə-mɲāk	tə-mɲāk						
	the fat (grease)			ta-rtsɐ̂j	ta-rtsɐ̂j						
	the father			ta-pâ	ta-pâ						
	the feather			ta-rkhām	ta-rkhām						
	the fire			tə-mtɕīk	tə-mtɕīk						
	the fish			rəkɟōk	rəkɟōk						
	the flea			ndzajī	ndzajī						
	the flower			ta-pāt	ta-pāt						
	the fog										
	the foot			ta-mē	ta-mē						
	the forest			ɕɐkhiɛ̂	ɕɐkhiɛ̂						
	the fox			kəthwɐ̂j	kəthwɐ̂j						
	the frog			khaɕpiɛ̂	khaɕpiɛ̂						
	the front (front side)			tʂī	tʂī						
	the frost			sŋiɛ̄r	sŋiɛ̄r						
	the fruit			tə-ɕī	tə-ɕī						
	the girl			tə-mī	tə-mī						
	the goat			tɕhə̂	tɕhə̂						
	the grass			jnô	jnô						
	the hail			tə-rmōk	tə-rmōk						
	the hair			smɐ̂k	smɐ̂k						
	the hair			ta-rɲê	ta-rɲê						
	the hair (of the head)			ta-wɐ-rɲê	ta-wɐ-rɲê						
	the hand			ta-jāk	ta-jāk						
	the head			ta-wô	ta-wô						
	the heart			tə-ɕnê	tə-ɕnê						
	the hoof			ta-kap ̍tʂhutʂhu	ta-kap ̍tʂhutʂhu						
	the horn (keratinized skin)			tə-rū	tə-rū						
	the horse			mbrō	mbrō						
	the house			tǝ-ɟɐ̄m	tǝ-ɟɐ̄m						
	the husband			phojē	phojē						
	the ice			ta-rpâm	ta-rpâm						
	the intestines			tə-vō loŋtɕâ	tə-vō loŋtɕâ						
	the knee			tə-mɲiɛ̄	tə-mɲiɛ̄						
	the knife			mbərtsâ	mbərtsâ						
	the lake			mtshɐ̂	mtshɐ̂						
	the leaf			ta-jbāk	ta-jbāk						
	the leg			ta-mē	ta-mē						
	the lightning			thɐ̄k	thɐ̄k						
	the lip (the lips)			tə-ɕnɐ̂s	tə-ɕnɐ̂s						
	the liver			tə-pɕē	tə-pɕē						
	the louse			sōr	sōr						
	the lung			tə-rtshɐ̄s	tə-rtshɐ̄s						
	the man (male human)			tə-ziɛ̂	tə-ziɛ̂						
	the meat			rɟarî	rɟarî						
	the moon			snambriɛ̄	snambriɛ̄						
	the morning			ta-niɛ̂p	ta-niɛ̂p						
	the mosquito			vartsâs	vartsâs						
	the mother			tə-mô	tə-mô						
	the mountain			rərāp	rərāp						
	the mouse or rat			pəɟû	pəɟû						
	the mouth			tə-khiɛ̂	tə-khiɛ̂						
	the mud		稀泥巴	ta-rcōk	ta-rcōk						
	the mud		黄泥巴	ta-tʂô	ta-tʂô						
	the nail (fingernail or claw)			ta-ndzrū	ta-ndzrū						
	the name			tə-rmiê	tə-rmiê						
	the neck			tə-mkî	tə-mkî						
	the needle (for sewing)			ta-wiɛ̄p	ta-wiɛ̄p						
	the night			tə-mɐ̂r	tə-mɐ̂r						
	the nit			ndʑirū	ndʑirū						
	the noon			saksə̂	saksə̂						
	the nose			ɕniɛ̄p	ɕniɛ̄p						
	the otter			tɕhəsrâm	tɕhəsrâm						
	the person			tə-rmî	tə-rmî						
	the pig			piāk	piāk						
	the rain			təmû	təmû						
	the rainbow			kə-ɕəm-ˈmbrombro	kə-ɕəm-ˈmbrombro						
	the rice plant			khrī	khrī						
	the river			mɲamgə̂m	mɲamgə̂m						
	the road			tʂɐliɛ̄	tʂɐliɛ̄						
	the roof			spə-mbrō	spə-mbrō						
	the root			ta-srâm	ta-srâm						
	the rope			tə-mbrē	tə-mbrē						
	the salt			tshâ	tshâ						
	the sand			kəmbiə̂k	kəmbiə̂k						
	the sea			rɟamtshɐ̂	rɟamtshɐ̂						
	the seed			tə-rpī	tə-rpī						
	the sheep			kəɟōk	kəɟōk						
	the shit			tə-ptɕhē	tə-ptɕhē						
	the shoulder			ta-rpjāk	ta-rpjāk						
	the sickle			tə-ntwiɛ̂	tə-ntwiɛ̂						
	the skin			tə-ndʐî	tə-ndʐî						
	the sky			namkhâ	namkhâ						
	the smoke			khû	khû						
	the snake			khaprɐ̄j	khaprɐ̄j						
	the snow			ta-jviɛ̂	ta-jviɛ̂						
	the son			tə-ziɛ̂	tə-ziɛ̂						
	the sparrow			potsiɛ̄	potsiɛ̄						
	the spider			khaɕniɛ̄	khaɕniɛ̄						
	the star			tsəŋgrî	tsəŋgrî						
	the stick			dār	dār						
	the stone (a piece of)			cû	cû						
	the sun			kəjə̄m	kəjə̄m						
	the tail			ta-jmî	ta-jmî						
	the thigh			tə-mgām	tə-mgām						
	the thunder			ta-rmōk	ta-rmōk						
	the tiger			khə̄ŋ	khə̄ŋ						
	the tongue			tə-ɕmiê	tə-ɕmiê						
	the tooth (front)			tə-ɕwiɛ̂	tə-ɕwiɛ̂						
	the tree			ɕɐkphû	ɕɐkphû						
	the water			tə-ɟī	tə-ɟī						
	the wheat			tāj	tāj						
	the wife			ta-rɟēp	ta-rɟēp						
	the wind			khalî	khalî						
	the wing			ta-rkhām	ta-rkhām						
	the wolf			spjaŋkə̂	spjaŋkə̂						
	the woman			jimō	jimō						
	the wood (material)			ɕê	ɕê						
	the work			ta-miɛ̄	ta-miɛ̄						
	the worm			kəlū	kəlū						
	the year			lō	lō						
	the year			u-piɛ̄	u-piɛ̄						
	there			ˈma-tɕɐ	ˈma-tɕɐ						
	they [third person plural]			məɲê	məɲê						
	thick			jāk	jāk						
	thin			nə-ɲam-khɐ̄j	nə-ɲam-khɐ̄j						
	thin (object)			mbiɛ̂	mbiɛ̂						
	thin (slim)			nə-ɲam-khɐ̄j	nə-ɲam-khɐ̄j						
	this			tə	tə						
	thou [second person singular]			nəɟə̂	nəɟə̂						
	three			kəsə̂m	kəsə̂m						
	to be alive			səsô	səsô						
	to bite			mtɕīk	mtɕīk						
	to blow (of wind)			phrô	phrô						
	to breathe			u-sŋarē ka-viɛ̂	u-sŋarē ka-viɛ̂						
	to burn [intransitive]			nɟōp	nɟōp						
	to burn [transitive]			plû	plû						
	to burn [transitive]			cōp	cōp						
	to burn [intransitive]			ka-va-niɛt	ka-va-niɛt						
	to buy			kî	kî						
	to chew			na-tɕak-tɕhāk	na-tɕak-tɕhāk						
	to choose			ntɕhē	ntɕhē						
	to climb			majkə̂	majkə̂						
	to come			βʑê	βʑê						
	to come			vī	vī						
	to cook			skiɛ̂	skiɛ̂						
	to count			rtsə̂	rtsə̂						
	to cry (weep)			okrū	okrū						
	to cut			ka-rantsīk	ka-rantsīk						
	to die			ɕî	ɕî						
	to dig			rdzwiɛ̂	rdzwiɛ̂						
	to drink			mōp	mōp						
	to eat			ndziɛ̂	ndziɛ̂						
	to fall			kə-mbə̄t	kə-mbə̄t						
	to fear (be afraid)			ʑdâr	ʑdâr						
	to fight			ta-ˈliɛliɛt	ta-ˈliɛliɛt						
	to float										
	to flow										
	to fly (move through air)			ka-mbjâm	ka-mbjâm						
	to forget			jmə̂	jmə̂						
	to freeze (intransitive)			rpâm	rpâm						
	to give			mbī	mbī						
	to grow		grow (plant)	kə-rō	kə-rō						
	to hear			məsām	məsām						
	to hide (conceal)			ɕə-okpɐ̄j	ɕə-okpɐ̄j						
	to hit			ka-tôp	ka-tôp						
	to hold			ndʐê	ndʐê						
	to hunt			va-rwāk	va-rwāk						
	to kill			siɛ̄t	siɛ̄t						
	to knead			rnɐ̂j	rnɐ̂j						
	to know			ɕə̂	ɕə̂						
	to know (something)			ɕə̂	ɕə̂						
	to laugh			na-rɐ̄j	na-rɐ̄j						
	to learn			slāp	slāp						
	to learn			rəktɕhûs	rəktɕhûs						
	to lick			nəntshōk	nəntshōk						
	to lie down			ndâm	ndâm						
	to lie, rest			ndâm	ndâm						
	to marry (a man marries a woman)			ta-rɟap-krō	ta-rɟap-krō						
	to open			tû	tû						
	to plant (vegetals, rice)			jə̂	jə̂						
	to play			mbrɐ̂j	mbrɐ̂j						
	to pull			ka-rapɕê	ka-rapɕê						
	to push			tɕiɛ̄t	tɕiɛ̄t						
	to reside (live)			ka-nî	ka-nî						
	to rub		sharpen, rub (hand)	pɕî	pɕî						
	to run			rɟə̄k	rɟə̄k						
	to say			tsə̂	tsə̂						
	to scratch			rɐ-khrɐ̄k	rɐ-khrɐ̄k						
	to see			mətō	mətō						
	to sew			tʂōp	tʂōp						
	to shoot (an arrow)			ka-lāt	ka-lāt						
	to sing			rɐgɐ ka-viɛ̂	rɐgɐ ka-viɛ̂						
	to sit			nî	nî						
	to sleep			ɟūp	ɟūp						
	to smell (perceive odor) [transitive]			na-mnâm	na-mnâm						
	to sow (broadcast, scatter seeds)			jə̂	jə̂						
	to spit			mə-mphās	mə-mphās						
	to split			ta-zōr ˈno-tɕhe	ta-zōr ˈno-tɕhe						
	to squeeze			tʂə̄t	tʂə̄t						
	to stab			ka-tɕwāk	ka-tɕwāk						
	to stand			ka-rɟēp	ka-rɟēp						
	to steal			ka-ɕmō	ka-ɕmō						
	to swell			mbōp	mbōp						
	to swim			ndʑiāk	ndʑiāk						
	to think (reflect)			səsō	səsō						
	to throw			nəɟū	nəɟū						
	to tie (together)			rgōp	rgōp						
	to turn (around)			ka-mətɕīr	ka-mətɕīr						
	to vomit			tə-mphās	tə-mphās						
	to walk			və-tʂê	və-tʂê						
	to wash			ɕtɕî	ɕtɕî						
	to wipe			ptɕʰīs	ptɕʰīs						
	to yawn			χâm	χâm						
	today			pəɕnī	pəɕnī						
	tomorrow			soɕnī	soɕnī						
	twenty			kə-nəz-zɟê	kə-nəz-zɟê						
	two			kənə̂s	kənə̂s						
	warm (hot)			kə-mpjâ	kə-mpjâ						
	we [first person plural inclusive]			jiɟə̂	jiɟə̂						
	wet			kə-ɕtɕīt	kə-ɕtɕīt						
	what			thə	thə						
	when			kəɕtʂə̄	kəɕtʂə̄						
	where			kətɕɐ̄	kətɕɐ̄						
	white			kə-prə̂m	kə-prə̂m						
	who			sə̂	sə̂						
	wide			jâm	jâm						
	yellow			sɐrpɐ-mdɐ̄k	sɐrpɐ-mdɐ̄k						
	yesterday			pɕɐr-ɕnī	pɕɐr-ɕnī						
	you [second person plural]			̍nɟeɲō	̍nɟeɲō						
	young			ta-vlī kə-tsâj	ta-vlī kə-tsâj						